384,"Revision of Synthetic Substitute in Larynx, Via Natural or Artificial Opening"
385,"Revision of Synthetic Substitute in Left Pleural Cavity, Percutaneous Endoscopic Approach"
386,"Repair Left Subclavian Artery, Percutaneous Endoscopic Approach"
387,"Drainage of Left Upper Arm Skin with Drainage Device, External Approach"
388,"Extirpation of Matter from Left Tympanic Membrane, Via Natural or Artificial Opening"
389,"Removal of Drainage Device from Lumbar Vertebral Joint, Open Approach"
390,"Bypass Left Common Iliac Artery to Bilateral External Iliac Arteries with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
391,"Destruction of Right Knee Bursa and Ligament, Open Approach"
392,"Supplement Left Thyroid Artery with Autologous Tissue Substitute, Percutaneous Approach"
393,"Release Head and Neck Tendon, Open Approach"
394,"Dilation of Left Upper Lobe Bronchus, Percutaneous Approach"
395,"Repair Right Maxilla, Percutaneous Endoscopic Approach"
396,"Drainage of Left Hip Muscle, Percutaneous Approach"
397,"Dilation of Left Thyroid Artery with Two Intraluminal Devices, Percutaneous Approach"
398,"Restriction of Duodenum with Extraluminal Device, Percutaneous Endoscopic Approach"
399,"Insertion of Hybrid External Fixation Device into Left Ulna, Percutaneous Endoscopic Approach"
400,"Bypass Abdominal Aorta to Lower Extremity Artery with Autologous Venous Tissue, Open Approach"
401,"Supplement Right Tarsal with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
402,"Restriction of Left Pulmonary Artery with Extraluminal Device, Percutaneous Endoscopic Approach"
403,"Magnetic Resonance Imaging (MRI) of Uterus and Ovaries using Other Contrast, Unenhanced and Enhanced"
404,"Destruction of Ileocecal Valve, Via Natural or Artificial Opening"
405,"Replacement of Nasopharynx with Nonautologous Tissue Substitute, Open Approach"
406,"Bypass Abdominal Aorta to Bilateral Internal Iliac Arteries, Percutaneous Endoscopic Approach"
407,Plain Radiography of Bilateral Pelvic (Iliac) Veins using Other Contrast
408,"Division of Right Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
409,Stereotactic Other Photon Radiosurgery of Kidney
410,"Fusion of Right Sacroiliac Joint with Synthetic Substitute, Open Approach"
411,"Planar Nuclear Medicine Imaging of Kidneys, Ureters and Bladder using Other Radionuclide"
412,"Removal of Infusion Device from Right Upper Extremity, Open Approach"
413,"Restriction of Left Lower Extremity Lymphatic with Intraluminal Device, Percutaneous Endoscopic Approach"
414,"Reattachment of Right Ovary, Open Approach"
415,"Excision of Right Axillary Artery, Open Approach"
416,"Dilation of Left Main Bronchus with Intraluminal Device, Open Approach"
417,"Supplement Right Ankle Joint with Synthetic Substitute, Open Approach"
418,"Fragmentation in Cecum, External Approach"
419,"Replacement of Left Sphenoid Bone with Autologous Tissue Substitute, Percutaneous Approach"
420,"Replacement of Right Upper Eyelid with Synthetic Substitute, Open Approach"
421,"Repair Right Internal Iliac Artery, Open Approach"
422,"Extirpation of Matter from Bladder Neck, Open Approach"
423,"Supplement Right Thumb Phalanx with Autologous Tissue Substitute, Percutaneous Approach"
424,"Excision of Right Ankle Tendon, Open Approach, Diagnostic"
425,"Extraction of Left Mastoid Sinus, Open Approach"
426,"Excision of Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
427,"Reposition Right Toe Phalanx, Open Approach"
428,"Revision of Synthetic Substitute in Right Acetabulum, Percutaneous Approach"
429,"Supplement Left Toe Phalangeal Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
430,"Inspection of Head, Percutaneous Approach"
431,"Excision of Right Upper Arm, Percutaneous Endoscopic Approach"
432,"Resection of Hymen, Via Natural or Artificial Opening Endoscopic"
433,"Lymphatic and Hemic Systems, Insertion"
434,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Nonautologous Tissue Substitute, Open Approach"
435,"Excision of Left Upper Arm, Open Approach, Diagnostic"
436,"Drainage of Left Lower Arm Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
437,"Insertion of Radioactive Element into Left Ankle Region, Percutaneous Approach"
438,"Occlusion of Right Posterior Tibial Artery, Percutaneous Endoscopic Approach"
439,"Ultrasonography of Right Subclavian Vein, Guidance"
440,"Dilation of Right Thyroid Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach"
441,"Release Abdomen Subcutaneous Tissue and Fascia, Open Approach"
442,"Release Right Upper Arm Tendon, Open Approach"
443,"Drainage of Right Foot Vein, Percutaneous Approach"
444,"Fusion of 2 to 7 Thoracic Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach"
445,"Drainage of Cervix, Percutaneous Endoscopic Approach"
446,"Release Middle Colic Artery, Open Approach"
447,Wound Management Treatment of Integumentary System - Whole Body using Orthosis
448,"Excision of Left Sternoclavicular Joint, Open Approach, Diagnostic"
449,"Extraction of Brachial Plexus, Percutaneous Approach"
450,"Destruction of Nasopharynx, Percutaneous Endoscopic Approach"
451,"Excision of Superior Mesenteric Artery, Open Approach"
452,"Release Left Lacrimal Bone, Percutaneous Approach"
453,"Revision of Autologous Tissue Substitute in Left Lower Extremity, Open Approach"
454,"Replacement of Right Hand Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
455,"Occlusion of Right Peroneal Artery with Intraluminal Device, Percutaneous Approach"
456,"Dilation of Left External Iliac Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
457,"Drainage of Right Renal Vein, Open Approach"
458,"Drainage of Face, Percutaneous Endoscopic Approach, Diagnostic"
459,"Excision of Left Eustachian Tube, Via Natural or Artificial Opening Endoscopic, Diagnostic"
460,"Extirpation of Matter from Right Upper Eyelid, Percutaneous Approach"
461,"Repair Left Breast, Open Approach"
462,Computerized Tomography (CT Scan) of Head and Neck using Other Contrast
463,High Dose Rate (HDR) Brachytherapy of Inguinal Lymphatics using Other Isotope
464,"Dilation of Gastric Artery, Percutaneous Endoscopic Approach"
465,"Destruction of Right Glenoid Cavity, Percutaneous Approach"
466,Aural Rehabilitation Status Assessment using Cochlear Implant Equipment
467,"Introduction of Local Anesthetic into Biliary and Pancreatic Tract, Via Natural or Artificial Opening Endoscopic"
468,"Therapeutic Exercise Treatment of Musculoskeletal System - Whole Body using Assistive, Adaptive, Supportive or Protective Equipment"
469,"Supplement Left Innominate Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
470,"Reposition Left Scapula, Open Approach"
471,Planar Nuclear Medicine Imaging of Right Lower Extremity Veins using Technetium 99m (Tc-99m)
472,"Control Bleeding in Right Upper Arm, Percutaneous Approach"
473,"Bypass Stomach to Transverse Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
474,"Drainage of Olfactory Nerve with Drainage Device, Percutaneous Approach"
475,"Repair Right Sternoclavicular Joint, Percutaneous Approach"
476,Plain Radiography of Bilateral Vertebral Arteries
477,"Reposition Right Carpal Joint, External Approach"
478,"Supplement Chordae Tendineae with Nonautologous Tissue Substitute, Open Approach"
479,"Fluoroscopy of Left Upper Extremity Veins, Guidance"
480,"Release Left Lacrimal Duct, Via Natural or Artificial Opening"
481,"Excision of Tibial Nerve, Percutaneous Approach, Diagnostic"
482,"Repair Right Toe Phalangeal Joint, Percutaneous Approach"
483,"Insertion of Infusion Pump into Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
484,"Supplement Lumbosacral Joint with Synthetic Substitute, Percutaneous Approach"
485,"Release Left Foot Artery, Open Approach"
486,"Supplement Left Carpal with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
487,"Bypass Portal Vein to Left Renal Vein with Autologous Venous Tissue, Open Approach"
488,"Removal of Drainage Device from Upper Bone, Percutaneous Approach"
489,"Reposition Right Ulna, Percutaneous Approach"
490,"Restriction of Left Temporal Artery, Percutaneous Approach"
491,"Drainage of Right Kidney Pelvis, Via Natural or Artificial Opening"
492,"Reposition Liver, Percutaneous Endoscopic Approach"
493,"Restriction of Middle Esophagus with Intraluminal Device, Open Approach"
494,High Dose Rate (HDR) Brachytherapy of Eye using Other Isotope
495,"Bypass Descending Colon to Cutaneous with Nonautologous Tissue Substitute, Open Approach"
496,"Supplement Bilateral Femoral Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
497,"Revision of External Fixation Device in Left Lower Femur, Open Approach"
498,"Drainage of Transverse Colon, Percutaneous Endoscopic Approach"
499,"Supplement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach"
500,"Dilation of Duodenum with Intraluminal Device, Percutaneous Endoscopic Approach"
501,"Removal of Radioactive Element from Pleura, Percutaneous Endoscopic Approach"
502,"Revision of Autologous Tissue Substitute in Cervicothoracic Vertebral Disc, Percutaneous Approach"
503,"Removal of Drainage Device from Peripheral Nerve, Open Approach"
504,"Introduction of Other Therapeutic Substance into Male Reproductive, Via Natural or Artificial Opening"
505,"Resection of Right Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
506,"Extirpation of Matter from Left Metacarpocarpal Joint, Percutaneous Approach"
507,"Extirpation of Matter from Right Extraocular Muscle, Percutaneous Approach"
508,"Drainage of Glossopharyngeal Nerve, Percutaneous Endoscopic Approach"
509,"Extirpation of Matter from Bladder Neck, Via Natural or Artificial Opening"
510,Magnetic Resonance Imaging (MRI) of Right Lower Leg
511,"Supplement Left Subclavian Artery with Nonautologous Tissue Substitute, Percutaneous Approach"
512,"Dilation of Left Internal Iliac Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach"
513,Computerized Tomography (CT Scan) of Right Tracheobronchial Tree using Other Contrast
514,"Release Right Ethmoid Bone, Percutaneous Endoscopic Approach"
515,"Extirpation of Matter from Splenic Vein, Percutaneous Endoscopic Approach"
516,"Supplement Lesser Omentum with Autologous Tissue Substitute, Open Approach"
517,"Dilation of Right Femoral Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach"
518,"Bypass Left Ureter to Bladder, Open Approach"
519,"Repair Right Hand Vein, Percutaneous Endoscopic Approach"
520,"Excision of Right Ankle Bursa and Ligament, Percutaneous Approach, Diagnostic"
521,"Fusion of 2 or more Cervical Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
522,Low Dose Rate (LDR) Brachytherapy of Pancreas using Iridium 192 (Ir-192)
523,"Occlusion of Left Fallopian Tube with Extraluminal Device, Open Approach"
524,"Bypass Right Internal Iliac Artery to Left External Iliac Artery with Autologous Venous Tissue, Open Approach"
525,"Supplement Right Upper Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
526,"Revision of Drainage Device in Left Lung, Via Natural or Artificial Opening Endoscopic"
527,"Replacement of Left Lower Arm and Wrist Tendon with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
528,"Dilation of Right Common Iliac Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach"
529,"Revision of Monitoring Device in Stomach, Via Natural or Artificial Opening"
530,"Excision of Lower Esophagus, Via Natural or Artificial Opening Endoscopic"
531,"Replacement of Inferior Vena Cava with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
532,"Restriction of Middle Esophagus with Intraluminal Device, Percutaneous Approach"
533,"Reposition Cervicothoracic Vertebral Joint with Internal Fixation Device, Percutaneous Approach"
534,"Removal of Synthetic Substitute from Upper Bursa and Ligament, Open Approach"
535,"Replacement of Right Posterior Tibial Artery with Synthetic Substitute, Open Approach"
536,"Bypass Transverse Colon to Transverse Colon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
537,"Revision of Feeding Device in Stomach, Via Natural or Artificial Opening Endoscopic"
538,"Endocrine System, Excision"
539,"Drainage of Right Kidney Pelvis, Percutaneous Endoscopic Approach"
540,"Extirpation of Matter from Left Internal Mammary Artery, Bifurcation, Percutaneous Endoscopic Approach"
541,"Revision of Infusion Device in Heart, Open Approach"
542,"Inspection of Left Acromioclavicular Joint, Percutaneous Endoscopic Approach"
543,"Fusion of Coccygeal Joint, Open Approach"
544,"Reposition Left Carpal, Open Approach"
545,"Removal of Synthetic Substitute from Right Breast, Percutaneous Approach"
546,"Drainage of Left Pleural Cavity, Percutaneous Endoscopic Approach, Diagnostic"
547,"Restriction of Left Lower Lobe Bronchus, Percutaneous Approach"
548,"Drainage of Right Acromioclavicular Joint, Percutaneous Approach"
549,"Drainage of Intracranial Vein, Open Approach, Diagnostic"
550,"Removal of Synthetic Substitute from Testis, Percutaneous Endoscopic Approach"
551,"Alteration of Left Wrist Region with Nonautologous Tissue Substitute, Open Approach"
552,Ultrasonography of Liver
553,"Chiropractic Manipulation of Thoracic Region, Non-Manual"
554,"Drainage of Left Lower Arm Skin, External Approach"
555,"Excision of Sternum, Open Approach"
556,"Destruction of Pineal Body, Open Approach"
557,"Drainage of Acoustic Nerve, Percutaneous Approach, Diagnostic"
558,"Reposition Middle Colic Artery, Open Approach"
559,"Fusion of Left Metatarsal-Tarsal Joint with Nonautologous Tissue Substitute, Percutaneous Approach"
560,"Supplement Prepuce with Autologous Tissue Substitute, Open Approach"
561,"Introduction of Other Diagnostic Substance into Peripheral Artery, Percutaneous Approach"
562,"Revision of Drainage Device in Right Lower Extremity, Percutaneous Endoscopic Approach"
563,"Destruction of Prepuce, Open Approach"
564,Beam Radiation of Maxilla using Neutrons
565,"Excision of Retroperitoneum, Open Approach, Diagnostic"
566,"Revision of Nonautologous Tissue Substitute in Left Scapula, Open Approach"
567,"Drainage of Thoracolumbar Vertebral Joint, Percutaneous Approach, Diagnostic"
568,"Monitoring of Venous Flow, Peripheral, Open Approach"
569,"Release Soft Palate, Open Approach"
570,"Replacement of Right Clavicle with Nonautologous Tissue Substitute, Open Approach"
571,"Restriction of Right Internal Iliac Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
572,"Dilation of Lower Artery, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach"
573,"Control Bleeding in Left Knee Region, Percutaneous Endoscopic Approach"
574,"Dilation of Coronary Artery, Three Arteries with Four or More Drug-eluting Intraluminal Devices, Open Approach"
575,"Revision of Nonautologous Tissue Substitute in Fallopian Tube, Via Natural or Artificial Opening Endoscopic"
576,"Dilation of Esophagus with Intraluminal Device, Open Approach"
577,"Release Lower Esophagus, Percutaneous Endoscopic Approach"
578,Magnetic Resonance Imaging (MRI) of Portal and Splanchnic Veins using Other Contrast
579,Tomographic (Tomo) Nuclear Medicine Imaging of Lower Extremity using Thallium 201 (Tl-201)
580,"Repair Lumbar Plexus, Percutaneous Approach"
581,"Revision of Infusion Device in Vagina and Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
582,"Bypass Right Femoral Artery to Posterior Tibial Artery with Synthetic Substitute, Open Approach"
583,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Synthetic Substitute, Open Approach"
584,"Drainage of Right Zygomatic Bone, Open Approach, Diagnostic"
585,"Removal of Drainage Device from Urethra, Percutaneous Endoscopic Approach"
586,"Dilation of Inferior Mesenteric Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach"
587,"Repair Bilateral Testes, Percutaneous Endoscopic Approach"
588,"Removal of Autologous Tissue Substitute from Prostate and Seminal Vesicles, Percutaneous Approach"
589,"Dilation of Left Innominate Vein, Open Approach"
590,"Drainage of Left Tympanic Membrane with Drainage Device, Via Natural or Artificial Opening"
591,"Revision of Resurfacing Device in Right Hip Joint, Open Approach"
592,"Drainage of Bilateral Spermatic Cords, Percutaneous Approach"
593,"Revision of Autologous Tissue Substitute in Occipital-cervical Joint, External Approach"
594,"Repair Upper Jaw, Open Approach"
595,"Repair Brachial Plexus, Open Approach"
596,"Revision of Drainage Device in Lumbosacral Joint, Open Approach"
597,"Beam Radiation of Gallbladder using Heavy Particles (Protons,Ions)"
598,"Introduction of Local Anesthetic into Products of Conception, Percutaneous Approach"
599,"Extirpation of Matter from Left Neck Lymphatic, Percutaneous Approach"
600,"Supplement Left Upper Extremity with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
601,"Dilation of Right Radial Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach"
602,"Repair Esophagus, Open Approach"
603,"Extracorporeal Membrane Oxygenation, Continuous"
604,Magnetic Resonance Imaging (MRI) of Bilateral Temporomandibular Joints using Other Contrast
605,"Reposition Right Temporal Artery, Open Approach"
606,"Extirpation of Matter from Face Skin, External Approach"
607,"Drainage of Ileocecal Valve, Via Natural or Artificial Opening Endoscopic"
608,"Supplement Right Inner Ear with Nonautologous Tissue Substitute, Open Approach"
609,"Dilation of Left Common Carotid Artery, Percutaneous Endoscopic Approach"
610,"Extraction of Accessory Sinus, Open Approach"
611,"Insertion of Radioactive Element into Respiratory Tract, Percutaneous Endoscopic Approach"
612,"Removal of Autologous Tissue Substitute from Lower Tendon, Percutaneous Endoscopic Approach"
613,"Release Left Occipital Bone, Percutaneous Approach"
614,"Revision of Synthetic Substitute in Left Rib, Open Approach"
615,"Drainage of Right Tarsal, Percutaneous Approach"
616,"Excision of Left Superior Parathyroid Gland, Percutaneous Approach, Diagnostic"
617,"Reposition Left Radius with Monoplanar External Fixation Device, Percutaneous Approach"
618,"Drainage of Scalp Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
619,"Removal of Intraluminal Device from Esophagus, Via Natural or Artificial Opening Endoscopic"
620,"Resection of Left Abdomen Bursa and Ligament, Open Approach"
621,"Transfer Optic Nerve to Acoustic Nerve, Open Approach"
622,"Excision of Left Hand Bursa and Ligament, Percutaneous Endoscopic Approach"
623,"Tendons, Revision"
624,"Supplement Bilateral Spermatic Cords with Autologous Tissue Substitute, Open Approach"
625,Ultrasonography of Ophthalmic Arteries
626,"Restriction of Splenic Artery, Percutaneous Approach"
627,"Drainage of Cul-de-sac, Via Natural or Artificial Opening, Diagnostic"
628,"Excision of Bilateral Testes, Percutaneous Endoscopic Approach, Diagnostic"
629,"Reposition Left Radial Artery, Percutaneous Approach"
630,"Bypass Left Kidney Pelvis to Ileocutaneous with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
631,"Bypass Duodenum to Cutaneous with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic"
632,"Excision of Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
633,"Drainage of Right Knee Tendon, Percutaneous Approach, Diagnostic"
634,"Removal of Internal Fixation Device from Right Femoral Shaft, Percutaneous Approach"
635,"Revision of Infusion Device in Penis, Open Approach"
636,"Bypass Jejunum to Anus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
637,"Dilation of Gastric Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach"
638,"Transfer Left Hand Tendon, Open Approach"
639,"Transfer Oculomotor Nerve to Hypoglossal Nerve, Percutaneous Endoscopic Approach"
640,"Change Other Device in Cranial Cavity, External Approach"
641,"Drainage of Pancreatic Duct, Via Natural or Artificial Opening, Diagnostic"
642,"Alteration of Upper Back with Synthetic Substitute, Percutaneous Endoscopic Approach"
643,"Bypass Left Common Iliac Artery to Bilateral External Iliac Arteries with Autologous Arterial Tissue, Open Approach"
644,"Destruction of Right Breast, External Approach"
645,"Supplement Ascending Colon with Synthetic Substitute, Via Natural or Artificial Opening"
646,"Bypass Right Axillary Artery to Right Extracranial Artery with Nonautologous Tissue Substitute, Open Approach"
647,Magnetic Resonance Imaging (MRI) of Parathyroid Glands using Other Contrast
648,"Restriction of Right Parotid Duct with Extraluminal Device, Percutaneous Approach"
649,"Beam Radiation of Liver using Heavy Particles (Protons,Ions)"
650,"Occlusion of Left Common Carotid Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
651,"Reposition Sigmoid Colon, Via Natural or Artificial Opening"
652,"Resection of Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
653,"Extirpation of Matter from Left Peroneal Artery, Open Approach"
654,"Introduction of Other Antineoplastic into Biliary and Pancreatic Tract, Via Natural or Artificial Opening"
655,"Supplement Right Thumb with Synthetic Substitute, Percutaneous Endoscopic Approach"
656,"Drainage of Right Knee Region, Percutaneous Approach"
657,"Bypass Right Subclavian Artery to Left Lower Arm Artery with Autologous Arterial Tissue, Open Approach"
658,"Ultrasonography of Abdominal Aorta, Intravascular"
659,"Destruction of Right Mastoid Sinus, Percutaneous Endoscopic Approach"
660,"Reposition Jejunum, Open Approach"
661,"Destruction of Right Glenoid Cavity, Percutaneous Endoscopic Approach"
662,"Removal of Synthetic Substitute from Uterus and Cervix, Via Natural or Artificial Opening Endoscopic"
663,"Restriction of Sigmoid Colon, Percutaneous Approach"
664,"Occlusion of Left Brachial Artery with Extraluminal Device, Percutaneous Approach"
665,"Removal of Feeding Device from Stomach, Percutaneous Approach"
666,"Revision of Drainage Device in Cerebral Ventricle, External Approach"
667,"Drainage of Left Axillary Vein, Percutaneous Approach"
668,Tomographic (Tomo) Nuclear Medicine Imaging of Chest and Neck using Indium 111 (In-111)
669,"Reposition Right Scapula, Open Approach"
670,"Removal of Intraluminal Device from Lower Vein, External Approach"
671,"Drainage of Cervical Nerve, Percutaneous Endoscopic Approach, Diagnostic"
672,"Insertion of Other Device into Cranial Cavity, Percutaneous Approach"
673,"Restriction of Left Subclavian Artery, Percutaneous Approach"
674,"Bypass Left Ventricle to Pulmonary Trunk with Synthetic Substitute, Open Approach"
675,"Fusion of Left Ankle Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
676,"Magnetic Resonance Imaging (MRI) of Left Upper Arm using Other Contrast, Unenhanced and Enhanced"
677,"Dilation of Right Radial Artery, Bifurcation, with Two Intraluminal Devices, Open Approach"
678,"Release Lumbar Vertebra, Open Approach"
679,"Bypass Esophagus to Cutaneous with Synthetic Substitute, Open Approach"
680,"Destruction of Right Nipple, Via Natural or Artificial Opening Endoscopic"
681,"Supplement Carina with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
682,"Insertion of Radioactive Element into Right Lung, Open Approach"
683,"Revision of Autologous Tissue Substitute in Left Carpal Joint, Percutaneous Approach"
684,"Monitoring of Products of Conception, Cardiac Sound, External Approach"
685,"Destruction of Lower Esophagus, Percutaneous Approach"
686,"Drainage of Thoracolumbar Vertebral Joint, Open Approach"
687,"Drainage of Left Temporal Artery, Percutaneous Endoscopic Approach"
688,"Control Bleeding in Mediastinum, Percutaneous Endoscopic Approach"
689,"Replacement of Left Pulmonary Vein with Nonautologous Tissue Substitute, Open Approach"
690,"Bypass Thoracic Aorta, Ascending/Arch to Subclavian, Percutaneous Endoscopic Approach"
691,"Dilation of Left Ulnar Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Approach"
692,"Insertion of Pressure Sensor Monitoring Device into Right Pulmonary Artery, Percutaneous Endoscopic Approach"
693,"Bypass Abdominal Aorta to Left Femoral Artery, Open Approach"
694,"Extirpation of Matter from Left Lower Extremity Lymphatic, Open Approach"
695,"Excision of Right Shoulder Joint, Percutaneous Endoscopic Approach"
696,"Removal of Internal Fixation Device from Right Shoulder Joint, External Approach"
697,"Bypass Right Femoral Vein to Lower Vein with Autologous Venous Tissue, Open Approach"
698,"Restriction of Lower Esophagus with Intraluminal Device, Via Natural or Artificial Opening"
699,"Dilation of Right Thyroid Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach"
700,"Reattachment of Right 2nd Toe, Open Approach"
701,"Drainage of Right Hand, Percutaneous Endoscopic Approach"
702,"Revision of Nonautologous Tissue Substitute in Vagina and Cul-de-sac, External Approach"
703,"Replacement of Hepatic Artery with Nonautologous Tissue Substitute, Open Approach"
704,"Removal of Internal Fixation Device from Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach"
705,"Drainage of Left Retina with Drainage Device, Percutaneous Approach"
706,"Repair Left Ethmoid Sinus, Percutaneous Approach"
707,"Removal of Intraluminal Device from Left Eye, Open Approach"
708,Fluoroscopy of Inferior Vena Cava using High Osmolar Contrast
709,"Insertion of External Fixation Device into Right Humeral Shaft, Percutaneous Approach"
710,"Removal of Nonautologous Tissue Substitute from Left Pelvic Bone, Percutaneous Approach"
711,"Occlusion of Right Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
712,"Removal of Synthetic Substitute from Right Knee Joint, Femoral Surface, Percutaneous Endoscopic Approach"
713,"Anatomical Regions, Upper Extremities, Transplantation"
714,"Dilation of Left Common Iliac Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach"
715,"Dilation of Right Axillary Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach"
716,"Extirpation of Matter from Left Sphenoid Bone, Open Approach"
717,"Drainage of Left Clavicle, Percutaneous Endoscopic Approach, Diagnostic"
718,"Revision of External Fixation Device in Left Radius, Percutaneous Endoscopic Approach"
719,"Restriction of Left Popliteal Artery with Extraluminal Device, Percutaneous Approach"
720,"Repair Left Orbit, Percutaneous Approach"
721,"Excision of Intracranial Vein, Percutaneous Approach, Diagnostic"
722,"Drainage of Larynx with Drainage Device, Percutaneous Endoscopic Approach"
723,"Removal of Nonautologous Tissue Substitute from Brain, Percutaneous Endoscopic Approach"
724,"Drainage of Right Humeral Head with Drainage Device, Open Approach"
725,"Revision of Infusion Device in Right Finger Phalangeal Joint, Percutaneous Endoscopic Approach"
726,"Removal of Autologous Tissue Substitute from Cranial Nerve, Percutaneous Endoscopic Approach"
727,Integumentary Integrity Assessment of Neurological System - Whole Body
728,"Release Left Tympanic Membrane, Open Approach"
729,"Measurement of Venous Flow, Pulmonary, Percutaneous Approach"
730,"Drainage of Lingula Bronchus, Open Approach, Diagnostic"
731,"Excision of Bilateral Breast, Open Approach"
732,"Removal of Internal Fixation Device from Right Sacroiliac Joint, Percutaneous Approach"
733,"Bypass Right Pulmonary Artery from Subclavian with No Device, Open Approach"
734,"Insertion of Infusion Device into Left Pulmonary Vein, Open Approach"
735,"Replacement of Right Ethmoid Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
736,"Removal of Drainage Device from Thyroid Gland, External Approach"
737,"Excision of Left Trunk Tendon, Open Approach"
738,"Revision of Radioactive Element in Vagina and Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
739,"Insertion of External Fixation Device into Right Ankle Joint, Percutaneous Endoscopic Approach"
740,"Extirpation of Matter from Right Anterior Chamber, External Approach"
741,"Removal of Drainage Device from Left Metacarpocarpal Joint, Percutaneous Endoscopic Approach"
742,"Removal of Synthetic Substitute from Left Metacarpal, Percutaneous Approach"
743,"Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach"
744,"Dilation of Coronary Artery, Three Arteries, Percutaneous Endoscopic Approach"
745,"Revision of Contraceptive Device in Uterus and Cervix, Via Natural or Artificial Opening"
746,"Fusion of Left Sacroiliac Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
747,"Insertion of Other Device into Right Pleural Cavity, Open Approach"
748,"Radiation Therapy, Skin, Beam Radiation"
749,"Repair Pericardium, Percutaneous Approach"
750,"Bypass Stomach to Jejunum, Open Approach"
751,"Removal of Drainage Device from Lower Muscle, Percutaneous Approach"
752,"Restriction of Left Hand Vein, Percutaneous Endoscopic Approach"
753,"Insertion of Infusion Device into Lower Back, Open Approach"
754,"Removal of Nonautologous Tissue Substitute from Right Ulna, Percutaneous Endoscopic Approach"
755,"Drainage of Right Abdomen Muscle, Percutaneous Endoscopic Approach, Diagnostic"
756,Ultrasonography of Bilateral Fallopian Tubes using Other Contrast
757,"Extraction of Right Knee Bursa and Ligament, Percutaneous Approach"
758,"Division of Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
759,"Revision of Drainage Device in Right Temporomandibular Joint, Percutaneous Approach"
760,"Supplement Right 3rd Toe with Synthetic Substitute, Percutaneous Endoscopic Approach"
761,"Replacement of Chest Subcutaneous Tissue and Fascia with Synthetic Substitute, Percutaneous Approach"
